sale_time,location_id,item_id,item_name,item_category,price,quantity,check_id,check_total
2015-04-01 10:24:26,2,f6f5e945,Value Chicken Burger,Budget,110,1,7bde73f2c6,112.54
2017-10-18 10:46:03,3,6c56ff10,Student Deal Burger,Budget,120,1,4f638735e2,128.02
2016-05-05 19:37:53,3,4cc0a4e6,Classic Angus Burger,Premium,320,1,df847f712e,319.73
2015-08-29 05:38:47,3,39f31738,Mini Cheeseburger,Budget,100,1,1e2d462a8c,98.62
2015-11-09 15:23:02,4,ed5649ef,Mini Cheeseburger,Budget,100,1,a44badbdce,106.34
2017-11-16 03:45:20,2,e46eee27,Mini Cheeseburger,Budget,100,1,fabee1fe04,105.38
2016-12-18 04:22:01,3,90cc0c7c,Mini Cheeseburger,Budget,100,2,1e2f96896e,199.63
2016-06-30 00:49:00,3,74b520ed,Double BBQ Burger,Premium,350,3,966dce1ad8,1047.62
2015-06-07 18:54:02,3,73bdc30a,Double BBQ Burger,Premium,350,1,baec46fc3b,351.94
2015-01-17 06:45:23,1,e14485b0,Mini Cheeseburger,Budget,100,3,19babeb896,316.62
2016-05-06 20:34:23,2,7bd87214,Truffle Cheese Burger,Premium,370,1,81a6078a62,371.05
2017-08-13 08:39:28,5,3070138b,Mini Cheeseburger,Budget,100,1,d0b9d8e1cc,96.88
2016-09-07 19:35:57,5,4c42d36a,Classic Angus Burger,Premium,320,3,a42e9e92a8,1027.76
2015-07-01 15:38:54,2,539edbea,Mini Cheeseburger,Budget,100,1,1e3bc89027,97.11
2017-07-26 12:07:24,4,dd4fd4b2,Truffle Cheese Burger,Premium,370,1,276346520d,369.48
2015-05-21 18:37:03,1,3fa65f1e,Truffle Cheese Burger,Premium,370,1,a4102ce474,374.08
2016-12-06 14:41:54,2,79233071,Double BBQ Burger,Premium,350,1,d166ff3e67,375.31
2015-04-08 10:19:20,4,8c0149f5,Truffle Cheese Burger,Premium,370,2,d71cd88713,706.29
2015-01-02 08:29:50,3,9e12bbb1,Value Chicken Burger,Budget,110,1,c380d71f8e,107.81
2015-01-06 10:46:41,5,87d55cef,Truffle Cheese Burger,Premium,370,1,97ba580ead,372.64
2017-04-13 22:21:26,5,dde04127,Truffle Cheese Burger,Premium,370,2,5c2d8ee63e,780.82
2016-08-16 14:04:57,4,80b094ff,Truffle Cheese Burger,Premium,370,1,c5e707d5c5,371.51
2016-07-09 15:37:20,5,2edc4bbd,Mini Cheeseburger,Budget,100,2,02f0406d32,197.95
2016-11-26 15:04:26,1,0c5128ba,Truffle Cheese Burger,Premium,370,1,16797d2ebd,367.93
2017-11-16 19:18:19,2,db71062e,Student Deal Burger,Budget,120,1,d8b3c93766,126.11
2016-10-21 16:26:18,1,be27063a,Double BBQ Burger,Premium,350,2,d2758c1980,688.83
2015-02-05 05:02:18,3,e5488ca0,Value Chicken Burger,Budget,110,1,832a87302e,113.82
2017-06-06 11:12:54,3,e6d7de13,Double BBQ Burger,Premium,350,1,527b7c54f3,347.18
2017-05-23 12:39:20,5,acd498e3,Mini Cheeseburger,Budget,100,3,3d69401b65,314.68
2015-11-12 05:16:27,4,de345b6d,Truffle Cheese Burger,Premium,370,1,23631739c7,401.42
2015-02-17 09:30:36,4,f5b5b18c,Student Deal Burger,Budget,120,1,13f2d496d5,119.19
2017-05-18 02:24:45,1,4d20d94e,Classic Angus Burger,Premium,320,3,16d0fd6f24,1007.49
2016-12-16 03:53:51,3,c165a90a,Truffle Cheese Burger,Premium,370,1,7726b81254,380.5
2015-10-15 17:49:28,4,622fd3ef,Value Chicken Burger,Budget,110,1,31bc7a6964,116.33
2016-08-31 04:45:55,4,642d0a82,Truffle Cheese Burger,Premium,370,1,52081ade8a,400.13
2016-07-10 10:36:37,2,2e341238,Student Deal Burger,Budget,120,1,f5a43c0995,115.89
2015-08-25 09:20:02,3,fe508e7b,Classic Angus Burger,Premium,320,1,06b1165828,336.76
2017-04-03 06:42:52,2,f4ddf9e1,Student Deal Burger,Budget,120,1,98d1eb00cc,130.32
2016-07-06 09:38:38,5,552e0a53,Student Deal Burger,Budget,120,2,a2a4ef1841,250.28
2017-05-18 20:08:32,2,92864b64,Value Chicken Burger,Budget,110,1,e3006390b3,104.95
2016-07-09 02:59:22,3,1a6704a4,Value Chicken Burger,Budget,110,1,187a7b6de7,108.18
2017-04-02 16:21:18,3,f436f981,Truffle Cheese Burger,Premium,370,2,5e09cd654a,761.58
2016-04-11 00:41:18,1,796a308d,Value Chicken Burger,Budget,110,1,ba7fb86ac5,116.26
2016-05-15 00:44:01,3,fb69a465,Student Deal Burger,Budget,120,2,346e115bcb,232.79
2017-01-05 13:50:34,3,1342602d,Double BBQ Burger,Premium,350,2,6a611cf4cd,748.26
2015-08-11 21:46:26,2,f2bf0960,Student Deal Burger,Budget,120,1,608466bfe0,124.52
2017-02-12 22:06:22,2,c97cf46a,Truffle Cheese Burger,Premium,370,1,f91118dcbf,400.5
2015-08-05 21:19:57,2,06b9f96d,Double BBQ Burger,Premium,350,1,cbd63ed5a5,353.86
2015-03-09 20:29:44,2,844d5660,Student Deal Burger,Budget,120,1,ff08a93ddf,129.47
2016-03-16 17:50:22,4,2970a3bc,Classic Angus Burger,Premium,320,1,25e29d27aa,328.37
2015-01-08 11:26:33,2,e78ad661,Value Chicken Burger,Budget,110,1,529cba66a7,104.93
2017-01-17 10:34:06,2,03f55826,Double BBQ Burger,Premium,350,1,c9903565f2,334.61
2016-09-07 05:02:30,4,bad4b801,Truffle Cheese Burger,Premium,370,1,7b5f3ed7d4,377.26
2017-04-21 19:19:08,4,906dcb4e,Truffle Cheese Burger,Premium,370,1,6848f41c57,386.56
2016-01-11 15:48:54,3,6131cdc5,Classic Angus Burger,Premium,320,1,e46ce8a988,323.25
2016-03-03 10:28:11,4,54a0eaa5,Truffle Cheese Burger,Premium,370,1,d70843f5cb,406.07
2015-10-06 01:49:51,1,219680ab,Value Chicken Burger,Budget,110,2,5cc272b5ee,225.31
2016-11-11 23:47:22,1,4b4cadab,Student Deal Burger,Budget,120,3,23e0bc0db8,350.24
2015-04-16 00:38:28,2,42c4b9d3,Student Deal Burger,Budget,120,1,c4d181056a,123.52
2015-04-02 01:35:32,5,3bc46031,Mini Cheeseburger,Budget,100,1,d846c2ea96,107.19
2016-08-31 15:14:47,3,620dd5c6,Value Chicken Burger,Budget,110,1,cc06cabb08,111.16
2016-10-30 18:34:13,3,c132aa6a,Mini Cheeseburger,Budget,100,1,2eba936053,100.03
2016-01-19 18:37:01,5,f40e3b04,Classic Angus Burger,Premium,320,1,f0db38ddd9,324.41
2015-05-02 11:57:03,1,997edff9,Value Chicken Burger,Budget,110,1,37fbcfd6cd,113.66
2017-01-17 10:09:17,1,2aa68e4d,Value Chicken Burger,Budget,110,2,d11b6d8531,220.67
2016-12-20 22:50:34,4,531eb69a,Mini Cheeseburger,Budget,100,1,bce9d33883,104.13
2017-10-24 05:27:40,1,e719d401,Classic Angus Burger,Premium,320,1,8e11f2df24,350.91
2017-02-04 17:49:43,1,d83d9c07,Double BBQ Burger,Premium,350,1,406c30fb13,363.87
2015-06-06 04:07:17,3,143ac041,Classic Angus Burger,Premium,320,1,f099366927,337.16
2016-11-07 17:40:38,5,a0b911c2,Truffle Cheese Burger,Premium,370,2,f2c05c6f23,714.34
2016-01-06 11:48:43,3,2b8f4a3b,Truffle Cheese Burger,Premium,370,2,a9267788ae,795.78
2016-06-16 15:57:39,4,8ba962f6,Truffle Cheese Burger,Premium,370,1,c9cd20b692,393.65
2016-04-07 03:41:40,3,6504fe97,Classic Angus Burger,Premium,320,1,9000b80c41,333.49
2015-12-01 17:27:52,3,425ed180,Student Deal Burger,Budget,120,2,f54d452dae,230.5
2015-01-21 13:59:44,2,e620ec58,Value Chicken Burger,Budget,110,1,4465d3cb56,107.31
2017-08-11 18:11:12,4,4582fa98,Double BBQ Burger,Premium,350,2,5984839f52,697.52
2016-03-15 17:10:46,1,8d6909fa,Mini Cheeseburger,Budget,100,1,8b5cba119f,103.7
2015-05-09 16:08:36,5,d7c71081,Student Deal Burger,Budget,120,1,a1e08bb371,131.38
2017-09-20 16:04:15,1,8ad58435,Classic Angus Burger,Premium,320,2,8a89f55b5f,621.25
2017-03-15 12:09:52,5,32cd5fc7,Value Chicken Burger,Budget,110,1,08f21767f1,107.61
2016-03-06 06:30:57,2,cfcfc83f,Student Deal Burger,Budget,120,1,67328de28b,131.45
2016-02-25 15:20:56,1,36ce2f76,Mini Cheeseburger,Budget,100,1,e5f605c85c,101.63
2017-03-07 15:59:12,2,0090ed7b,Mini Cheeseburger,Budget,100,1,0f786e147d,96.35
2017-12-18 03:43:05,2,808eac8c,Mini Cheeseburger,Budget,100,1,8583742cd6,95.46
2016-01-17 18:36:58,2,5bcca11e,Truffle Cheese Burger,Premium,370,1,f2a60abcfb,397.11
2017-12-03 15:07:10,5,8011c9e9,Student Deal Burger,Budget,120,1,b145a9b447,127.13
2015-10-05 05:05:31,3,b16780de,Value Chicken Burger,Budget,110,1,b7ff4c5f82,110.37
2015-08-14 18:52:24,3,9f8f4aaf,Classic Angus Burger,Premium,320,2,6a647ab2b1,672.0
2016-05-10 10:36:02,5,1b161193,Student Deal Burger,Budget,120,1,0aeb2d3107,129.1
2016-03-07 11:43:19,3,0a53f466,Truffle Cheese Burger,Premium,370,1,1162f877b2,361.36
2017-12-03 16:20:01,1,528002da,Truffle Cheese Burger,Premium,370,2,79ba05c08e,760.95
2016-06-05 18:03:39,1,30edc5a2,Double BBQ Burger,Premium,350,3,b0bad71f7e,1091.16
2016-07-28 03:11:05,5,1bbcecf3,Student Deal Burger,Budget,120,1,9021108ddb,129.44
2015-04-14 15:04:16,5,5a1cdb63,Classic Angus Burger,Premium,320,1,86c5cb7f40,325.73
2017-01-09 10:15:30,1,9b8c4155,Value Chicken Burger,Budget,110,1,98e98105bc,106.74
2017-10-01 21:47:30,5,e955c393,Classic Angus Burger,Premium,320,1,eb76f4d314,348.03
2017-06-21 20:17:15,2,6a9ae34e,Double BBQ Burger,Premium,350,2,83e3082edb,751.52
2015-03-11 05:40:21,3,81bca574,Mini Cheeseburger,Budget,100,1,4a4256cfc8,99.91
2017-09-11 17:58:23,4,b86f2208,Truffle Cheese Burger,Premium,370,1,4720b2000f,365.75
2017-12-27 17:38:14,5,cda9a611,Mini Cheeseburger,Budget,100,1,8c397c0d9b,109.2
2015-09-19 21:05:09,4,483c810e,Value Chicken Burger,Budget,110,2,9850658179,215.48
2015-05-16 23:27:40,3,2dcfaa15,Student Deal Burger,Budget,120,3,4ecafce36f,394.48
2015-10-22 17:12:31,2,3750b4d0,Classic Angus Burger,Premium,320,2,5439f65c1e,652.67
2016-09-22 08:51:20,5,b45976da,Double BBQ Burger,Premium,350,1,712e1d3079,341.88
2017-06-03 12:50:23,2,79fea356,Student Deal Burger,Budget,120,1,413cab9d0a,114.69
2015-10-30 01:26:09,5,bd5b6ef4,Double BBQ Burger,Premium,350,1,c29a67454f,354.41
2015-03-24 19:02:03,2,a23b4d52,Mini Cheeseburger,Budget,100,1,3935add3c7,106.89
2017-08-19 04:40:43,3,6e76a11f,Truffle Cheese Burger,Premium,370,1,e9640dd8c9,395.15
2015-10-27 18:24:24,1,ad7dce25,Double BBQ Burger,Premium,350,2,0a918c0ae0,753.18
2017-05-16 15:17:58,3,354597af,Double BBQ Burger,Premium,350,1,58ccd8a192,334.1
2016-05-11 18:03:02,2,109f981e,Student Deal Burger,Budget,120,2,e736b22d9f,243.89
2016-04-04 08:43:25,3,58d8f5cb,Student Deal Burger,Budget,120,2,010c986f43,236.0
2015-11-17 21:03:50,5,b1b9f716,Student Deal Burger,Budget,120,1,3efdde7a62,117.57
2017-12-08 10:07:49,3,b80e122e,Value Chicken Burger,Budget,110,1,388c6d2533,118.91
2015-04-28 01:42:07,4,c438acde,Mini Cheeseburger,Budget,100,1,e9f559ff30,107.35
2015-03-01 07:25:45,1,5d88e7df,Double BBQ Burger,Premium,350,1,8847d99e0f,356.2
2017-10-24 15:38:09,4,f122a80f,Mini Cheeseburger,Budget,100,1,1b610ce5f6,97.38
2017-02-15 13:47:12,5,1076b804,Mini Cheeseburger,Budget,100,1,37dd21f818,107.04
2015-10-05 04:24:24,3,5f6ddb75,Student Deal Burger,Budget,120,2,6b2a4e8f5d,254.34
2017-03-19 16:41:58,4,bf20df2f,Classic Angus Burger,Premium,320,1,da7f31cd61,311.33
2015-03-02 14:10:47,4,40f03ff9,Double BBQ Burger,Premium,350,2,15afdf3569,753.46
2016-11-30 08:28:41,3,21a11d81,Classic Angus Burger,Premium,320,1,4e4f8713ea,316.31
2015-12-20 18:11:40,2,a4641a6b,Double BBQ Burger,Premium,350,2,26d53fe1a1,693.98
2016-01-30 02:31:01,3,5096ec4a,Classic Angus Burger,Premium,320,1,a4efe6569d,341.96
2015-06-13 09:23:02,2,ed8d23f8,Mini Cheeseburger,Budget,100,2,e588324753,193.96
2017-01-29 20:02:53,3,cb44039a,Classic Angus Burger,Premium,320,1,baa435349f,305.18
2015-08-26 09:26:52,1,eda63db5,Value Chicken Burger,Budget,110,1,33f6f97eb9,107.77
2017-12-05 04:15:08,3,38369003,Value Chicken Burger,Budget,110,1,4a2e067e10,118.08
2015-10-29 02:18:39,2,72c43622,Student Deal Burger,Budget,120,2,4718dda342,230.01
2015-11-07 05:58:40,5,9373e17e,Value Chicken Burger,Budget,110,1,099ceba76e,114.62
2016-09-30 03:00:25,3,79e80fbf,Double BBQ Burger,Premium,350,1,7279f0f623,351.03
2015-09-02 04:08:31,2,e9357327,Double BBQ Burger,Premium,350,3,f2d217061a,1098.48
2015-03-11 10:48:49,4,85963234,Value Chicken Burger,Budget,110,1,b6def48c8e,118.79
2016-04-17 18:17:28,2,9377e811,Mini Cheeseburger,Budget,100,2,09a0766ad7,206.63
2017-06-01 08:56:59,4,6b56fe65,Truffle Cheese Burger,Premium,370,1,f5b0a2a0f7,371.68
2016-01-01 04:24:47,1,fd3a3b3e,Student Deal Burger,Budget,120,3,6a362bfb16,387.72
2016-06-05 23:22:25,1,8aa48416,Mini Cheeseburger,Budget,100,2,7dfdf2d819,212.55
2015-08-31 05:25:26,5,736aff81,Mini Cheeseburger,Budget,100,1,5aa72135e6,105.31
2015-08-02 14:21:51,2,8771e207,Student Deal Burger,Budget,120,2,ec8cb2f924,234.61
2016-08-01 08:57:37,3,e8c63f18,Double BBQ Burger,Premium,350,1,1c9f8f90b6,368.2
2017-05-07 10:41:58,4,25779577,Classic Angus Burger,Premium,320,1,467b9f406b,310.75
2015-12-27 17:39:54,4,c98cb751,Mini Cheeseburger,Budget,100,1,053b4f74b4,96.11
2017-03-24 19:35:06,2,b748a947,Truffle Cheese Burger,Premium,370,1,2e98f3b1f6,392.06
2017-03-11 21:25:03,4,c627f5c9,Student Deal Burger,Budget,120,1,3d5b29700a,131.6
2017-08-19 05:23:02,2,8752875a,Student Deal Burger,Budget,120,1,558143551a,114.68
2016-10-16 01:40:25,3,e25234e6,Student Deal Burger,Budget,120,3,2df35c58c5,371.91
2015-09-05 00:40:04,5,b9027c50,Mini Cheeseburger,Budget,100,1,9fafc23c02,103.97
2016-02-18 17:52:04,5,37b1657d,Double BBQ Burger,Premium,350,3,7801f7f982,1125.21
2017-07-10 06:06:56,5,830ced07,Double BBQ Burger,Premium,350,3,1ff6da8233,1006.05
2016-05-17 11:31:14,3,f4d24ea4,Student Deal Burger,Budget,120,1,6a61cd4a50,121.77
2017-02-01 10:27:21,1,b97efe95,Double BBQ Burger,Premium,350,2,a549737a62,701.9
2016-07-24 20:33:55,3,86105201,Mini Cheeseburger,Budget,100,1,314021bf4d,95.77
2016-07-07 06:36:18,4,1d3dfe4b,Mini Cheeseburger,Budget,100,1,5ebcf97f3c,105.29
2015-03-03 01:21:36,5,d5572ff3,Double BBQ Burger,Premium,350,3,f0d28e5c15,1127.45
2015-01-21 22:26:11,5,ebfc5479,Double BBQ Burger,Premium,350,1,d5dc51341f,338.91
2016-06-17 19:29:02,4,9ef6ba33,Mini Cheeseburger,Budget,100,1,128729b921,104.23
2016-09-16 01:34:34,5,9c42387b,Value Chicken Burger,Budget,110,1,d71cc7a4f3,118.81
2017-08-22 19:19:12,2,c20bd760,Double BBQ Burger,Premium,350,1,bb23e98a74,379.31
2015-10-15 14:56:14,2,6ed99cad,Mini Cheeseburger,Budget,100,1,48e7997e28,98.35
2015-04-28 02:28:53,3,d9d99b4e,Classic Angus Burger,Premium,320,3,c6f65fdf6d,933.62
2016-06-01 19:17:50,3,5e8718b8,Student Deal Burger,Budget,120,1,d84bb7f180,129.58
2017-09-12 22:34:09,3,f94ba507,Classic Angus Burger,Premium,320,1,26cc3fb290,321.05
2016-03-09 16:06:14,3,bf9a0655,Truffle Cheese Burger,Premium,370,2,cd47efa26f,801.62
2017-12-13 12:19:15,1,918d91d4,Student Deal Burger,Budget,120,1,bcbb5c9e07,127.44
2017-12-22 18:43:27,2,7c377c8f,Value Chicken Burger,Budget,110,1,c4e4adba31,106.03
2017-01-15 13:28:23,2,e7f70ff3,Truffle Cheese Burger,Premium,370,1,795acbc2a2,361.66
2015-02-28 23:00:37,1,1ce36b3a,Classic Angus Burger,Premium,320,1,c0ce1353e3,316.53
2017-12-03 23:23:31,2,9539c12a,Truffle Cheese Burger,Premium,370,1,c15f92ecc5,352.84
2016-01-26 17:41:52,5,cea5db70,Value Chicken Burger,Budget,110,1,de21d733b7,119.97
2017-09-18 04:35:24,4,f39c4549,Classic Angus Burger,Premium,320,1,d5297ff96f,311.47
2016-09-19 04:52:10,3,d66374f9,Value Chicken Burger,Budget,110,1,6abf2fc992,111.28
2015-05-17 18:08:41,1,ae36c2e9,Student Deal Burger,Budget,120,1,48430463d8,125.53
2017-11-26 10:17:40,4,29b0f577,Value Chicken Burger,Budget,110,1,dfcefe1b1b,108.3
2017-03-26 10:06:35,5,c71f2d79,Mini Cheeseburger,Budget,100,1,aa273bd5a6,95.79
2017-07-27 22:40:58,3,9fcfa694,Value Chicken Burger,Budget,110,2,2b7af72301,229.5
2017-04-07 00:57:18,5,537e2352,Mini Cheeseburger,Budget,100,1,aa65a76fb8,95.53
2016-01-04 17:37:13,1,7fdc007b,Mini Cheeseburger,Budget,100,1,47de1a3b42,98.86
2016-08-23 08:00:09,3,af3c6c2f,Value Chicken Burger,Budget,110,1,bba7cd3c36,109.66
2017-08-10 17:50:02,4,5fd966f7,Value Chicken Burger,Budget,110,1,966809c9a3,105.17
2016-08-06 11:34:38,5,87cc8b4d,Student Deal Burger,Budget,120,1,c9182591b0,119.51
2016-02-16 06:53:00,2,9521441d,Student Deal Burger,Budget,120,3,731b451288,375.06
2017-06-30 18:04:47,2,94a8d34b,Student Deal Burger,Budget,120,1,b28b6d1b26,125.89
2016-11-11 15:38:48,3,3e91a4a1,Double BBQ Burger,Premium,350,1,ae40349025,364.89
2016-06-20 03:38:37,4,1b3750bc,Value Chicken Burger,Budget,110,1,ca18fad21a,105.47
2017-09-29 10:04:53,3,881ce2b6,Student Deal Burger,Budget,120,2,99656f1b4d,259.42
2016-02-08 20:43:21,4,8cfeff6e,Double BBQ Burger,Premium,350,2,8a8b33e9a3,689.76
2016-11-06 06:03:59,2,a31d473d,Value Chicken Burger,Budget,110,3,0061b6c27a,357.08
2015-09-04 18:10:20,5,44df6462,Student Deal Burger,Budget,120,3,1f6f0e0aaf,393.62
2016-02-11 20:03:16,1,4fca3738,Classic Angus Burger,Premium,320,1,2ef560a61b,318.34
2017-09-13 12:27:19,3,2c7c4b79,Value Chicken Burger,Budget,110,2,f051759ad5,235.93
2016-11-08 08:18:42,5,a3fee9a2,Double BBQ Burger,Premium,350,1,b97bec5e77,378.78
2017-11-18 00:41:37,4,90ac2e29,Value Chicken Burger,Budget,110,1,8fa4890dd1,116.64
2016-10-20 19:27:56,3,6a475aa6,Double BBQ Burger,Premium,350,3,5320a9540f,1068.71
2016-10-01 10:41:47,4,7ce5973b,Mini Cheeseburger,Budget,100,1,d28c880c01,100.0
2015-06-10 19:44:35,4,44fc13b0,Mini Cheeseburger,Budget,100,1,2e7d40c5fa,104.29
2017-07-28 10:11:56,5,ce0e478a,Double BBQ Burger,Premium,350,1,faf5ffa419,357.57
2015-06-02 22:04:12,2,5d9693c0,Classic Angus Burger,Premium,320,2,f8de715ce8,614.5
2017-09-30 14:14:48,3,4fa75deb,Double BBQ Burger,Premium,350,1,1c204b1c53,344.36
2017-09-14 21:09:04,1,7574a675,Student Deal Burger,Budget,120,2,f393387a66,229.78
2015-05-15 00:19:17,1,f40c9611,Mini Cheeseburger,Budget,100,1,3a98f9be68,101.85
2017-12-19 00:39:44,1,b6cae8ff,Mini Cheeseburger,Budget,100,2,3d637bba17,204.79
2015-10-06 14:50:20,1,5f0d1e71,Classic Angus Burger,Premium,320,3,4d1451db77,991.9
2017-12-25 00:36:52,3,1fe82af8,Student Deal Burger,Budget,120,1,c73bf34b19,131.74
2016-09-06 13:02:38,4,b3f3dfaf,Value Chicken Burger,Budget,110,2,d79e79edaf,234.64
2017-08-04 01:28:04,3,2c878e82,Mini Cheeseburger,Budget,100,1,4a386c93ac,95.22
2016-02-11 01:40:24,1,f1f242ff,Double BBQ Burger,Premium,350,1,0898a47da3,363.17
2015-12-07 08:12:47,4,a9cfcc41,Student Deal Burger,Budget,120,1,758e79b4aa,121.98
2016-09-18 03:05:40,1,ec2a7dc0,Truffle Cheese Burger,Premium,370,1,5b13446459,378.68
2017-11-06 04:10:04,5,1fc64033,Mini Cheeseburger,Budget,100,1,7cd5f851b8,99.52
2016-12-01 21:30:27,4,1f611cc3,Value Chicken Burger,Budget,110,1,672a222705,112.75
2015-04-19 05:57:42,2,bf2bfafe,Truffle Cheese Burger,Premium,370,1,884256c443,356.17
2016-01-08 03:44:02,3,8e45fe9f,Mini Cheeseburger,Budget,100,1,cc47a8a9c2,98.62
2015-05-14 18:46:58,5,e7bdde88,Value Chicken Burger,Budget,110,1,e4eee6ddb3,107.8
2015-11-10 15:54:05,2,a3569e69,Double BBQ Burger,Premium,350,1,8c145ca9b0,361.08
2016-07-25 09:56:45,3,32264bd8,Student Deal Burger,Budget,120,3,3013dc090f,357.57
2016-11-19 10:57:30,1,02210a05,Double BBQ Burger,Premium,350,1,dc0d9dfb6b,360.18
2015-07-04 13:20:44,4,f2307779,Student Deal Burger,Budget,120,1,bcf35d2330,126.59
2015-12-27 22:56:09,3,a9dcc6ce,Value Chicken Burger,Budget,110,1,fb87304857,119.52
2017-06-03 02:54:50,4,27445a28,Value Chicken Burger,Budget,110,1,5f9f6f9d3b,105.56
2016-06-19 19:05:11,5,486abf88,Value Chicken Burger,Budget,110,1,1a0494651d,115.37
2016-01-12 17:27:33,2,63575579,Student Deal Burger,Budget,120,1,34dc31baa2,117.87
2016-08-23 18:25:15,1,e558ebde,Classic Angus Burger,Premium,320,1,5cef56ac25,323.32
2016-05-31 10:41:34,5,b83f74f3,Value Chicken Burger,Budget,110,1,be3f2d6c10,120.7
2016-04-25 16:10:40,5,e44e6705,Student Deal Burger,Budget,120,2,2fe2027e4b,245.35
2017-09-19 04:51:18,1,f22f981d,Mini Cheeseburger,Budget,100,2,5a3ffe8c47,190.81
2016-02-13 03:56:44,3,97fef7d2,Classic Angus Burger,Premium,320,1,6b74885e4b,314.34
2015-02-12 03:21:48,3,77b7a5d5,Double BBQ Burger,Premium,350,3,26128c2752,1015.41
2015-10-17 21:32:38,4,9bfcd39e,Double BBQ Burger,Premium,350,2,6d5968fbd0,712.65
2017-08-21 01:03:17,4,566d0d13,Truffle Cheese Burger,Premium,370,1,0e1795fd0b,375.03
2017-11-18 07:30:27,3,f82a14f7,Double BBQ Burger,Premium,350,1,b05d12532a,365.69
2017-04-20 17:28:35,3,9b851e4d,Student Deal Burger,Budget,120,2,a72b549a2d,247.55
2016-06-06 10:10:59,1,0bb9b7a2,Mini Cheeseburger,Budget,100,2,1fee027b9e,219.91
2017-01-17 00:41:38,1,51d70815,Student Deal Burger,Budget,120,1,be4f14aaa7,126.53
2016-08-23 20:39:14,3,0d205dce,Mini Cheeseburger,Budget,100,3,6ef73fa16c,305.9
2017-05-30 05:29:03,5,087f6077,Mini Cheeseburger,Budget,100,1,294ede274d,95.83
