sale_time,location_id,item_id,item_name,item_category,price,quantity,check_id,check_total
2016-04-29 19:41:20,2,88a42509,Student Deal Burger,Budget,120,1,6e7b180f6f,119.54
2016-09-28 05:54:07,5,9477b2e2,Value Chicken Burger,Budget,110,1,914eab3a62,112.17
2015-03-09 09:47:50,1,d9e109fb,Classic Angus Burger,Premium,320,1,4da77cebf1,313.28
2017-07-16 01:47:57,2,549f74b6,Mini Cheeseburger,Budget,100,2,e420367db3,201.35
2016-11-14 11:54:18,2,e34589b4,Value Chicken Burger,Budget,110,1,e9ef2958d9,117.2
2016-08-27 00:43:30,2,ceea41fd,Mini Cheeseburger,Budget,100,1,fb63a01462,105.02
2016-03-27 22:37:23,3,e2008225,Classic Angus Burger,Premium,320,1,88c83680ad,315.2
2016-09-12 10:39:27,1,3248da5c,Value Chicken Burger,Budget,110,1,ebc1652ba7,118.08
2016-09-06 15:05:04,3,4aaeb162,Value Chicken Burger,Budget,110,1,99cc36b484,106.85
2016-09-01 09:28:31,3,2593ffa9,Truffle Cheese Burger,Premium,370,1,5e52beaea6,387.56
2016-07-03 22:52:04,1,68732769,Student Deal Burger,Budget,120,3,b88c3dcf4c,382.56
2015-10-12 09:51:17,1,f2e21d3f,Mini Cheeseburger,Budget,100,1,0de1332a6f,95.36
2016-08-16 11:59:51,1,85971b6b,Value Chicken Burger,Budget,110,1,707d115b56,117.29
2017-03-21 11:11:55,5,f9f21662,Student Deal Burger,Budget,120,1,10ab1ab083,119.68
2016-06-29 17:49:46,1,a83c3610,Mini Cheeseburger,Budget,100,1,bde2804c3b,109.17
2015-08-05 22:52:29,2,7528286e,Student Deal Burger,Budget,120,1,f33356b82d,118.06
2017-12-05 19:18:17,3,17cfec4c,Mini Cheeseburger,Budget,100,1,870f9bd235,95.68
2016-05-21 18:07:17,5,30748df9,Value Chicken Burger,Budget,110,2,48470eb608,211.62
2016-03-19 18:08:44,2,2d6a200c,Value Chicken Burger,Budget,110,1,0f38bb9e32,116.29
2017-02-01 04:35:38,2,60ed2cb7,Mini Cheeseburger,Budget,100,3,7db95b2acf,297.38
2017-11-19 00:10:03,5,33804053,Mini Cheeseburger,Budget,100,2,1f30f615c1,219.87
2017-04-20 02:08:49,3,2a52c15e,Mini Cheeseburger,Budget,100,1,3bf3730e7a,103.2
2016-06-09 18:50:35,4,e179abe2,Classic Angus Burger,Premium,320,3,12a5bdf41b,933.49
2015-09-26 10:10:56,2,b95b393e,Classic Angus Burger,Premium,320,2,bdcd7b9c4f,682.91
2015-05-05 08:50:41,2,98d7f29c,Mini Cheeseburger,Budget,100,1,8bd07a75ff,105.42
2017-01-12 15:17:44,5,4466f279,Value Chicken Burger,Budget,110,1,a9792c8af7,110.54
2017-04-17 22:23:25,4,e6c564b8,Value Chicken Burger,Budget,110,1,ecf65ab410,109.36
2017-05-21 06:34:31,2,0c3162b2,Mini Cheeseburger,Budget,100,2,45bc2343fd,198.17
2016-09-08 05:54:42,1,3502239a,Mini Cheeseburger,Budget,100,1,996647a399,102.98
2015-04-30 18:53:50,5,b68ef632,Mini Cheeseburger,Budget,100,3,ed05990071,321.98
2016-10-18 17:02:58,2,89c1a80e,Mini Cheeseburger,Budget,100,1,8d8b4eb9ed,107.5
2017-03-25 03:30:25,5,163e90bc,Double BBQ Burger,Premium,350,1,80c68fee7b,360.56
2016-06-08 20:37:11,5,7f9a5f4b,Mini Cheeseburger,Budget,100,1,4d9812ac2c,98.91
2015-10-08 12:40:25,1,7e494a69,Student Deal Burger,Budget,120,2,1891047372,250.24
2015-04-13 10:15:31,1,dad7ad73,Mini Cheeseburger,Budget,100,1,1d2e4dd523,101.22
2017-01-26 16:17:23,1,8a24d3b7,Student Deal Burger,Budget,120,1,461adc4696,130.12
2015-02-26 21:12:36,2,0ea86891,Double BBQ Burger,Premium,350,2,ff6b5a7608,747.1
2016-10-04 17:56:03,3,181a56e7,Student Deal Burger,Budget,120,1,6722044eff,126.73
2016-11-25 03:44:11,5,017ce581,Student Deal Burger,Budget,120,2,904cd2fa02,251.72
2017-09-28 21:07:57,5,5d2213a4,Double BBQ Burger,Premium,350,3,c762c415f8,1125.33
2016-05-13 09:07:56,2,0e6b3849,Student Deal Burger,Budget,120,1,4b2b196b5a,129.59
2017-05-07 14:11:20,5,fc61be3e,Value Chicken Burger,Budget,110,1,486e8094f0,109.48
2015-10-27 11:27:25,4,6b677608,Classic Angus Burger,Premium,320,1,fcf6c4a526,337.81
2016-09-29 08:50:48,3,1124706b,Student Deal Burger,Budget,120,2,d41f2d9833,233.04
2017-09-01 00:43:11,3,1feb2838,Value Chicken Burger,Budget,110,1,5f9357de83,109.77
2017-04-06 20:49:39,1,07f01b3d,Student Deal Burger,Budget,120,1,a555bfd12d,117.49
2016-12-06 07:48:30,2,77fb2501,Student Deal Burger,Budget,120,3,c799a268e5,350.92
2017-01-26 03:22:04,5,75866a21,Mini Cheeseburger,Budget,100,1,00bd9371de,102.75
2015-07-29 06:35:56,3,f59ee67a,Mini Cheeseburger,Budget,100,1,09766364be,101.13
2017-08-06 18:38:21,3,575673b4,Mini Cheeseburger,Budget,100,3,7ac267b773,310.95
2015-01-14 11:10:39,2,cdd4fef9,Truffle Cheese Burger,Premium,370,1,bc6dd5bf8e,370.83
2015-11-07 03:41:48,1,e860bd02,Double BBQ Burger,Premium,350,2,251dd45a92,745.86
2016-06-01 20:29:39,4,66bca1f6,Mini Cheeseburger,Budget,100,1,088b553263,104.09
2015-11-10 03:07:22,2,2a16b5eb,Student Deal Burger,Budget,120,1,d9e538a9b5,131.71
2015-08-21 12:25:42,1,fa65e54e,Mini Cheeseburger,Budget,100,2,81299dc75b,209.86
2016-03-08 08:55:41,5,6874f6fb,Truffle Cheese Burger,Premium,370,1,06d83a4083,404.16
2016-10-22 20:33:29,3,94a41d59,Student Deal Burger,Budget,120,2,be8a47c343,233.61
2016-10-27 21:49:00,4,395a702e,Truffle Cheese Burger,Premium,370,1,4f55f5ac97,356.3
2017-09-11 21:37:37,5,f9dbf38a,Value Chicken Burger,Budget,110,3,49daf8ecfe,322.08
2016-04-10 18:23:42,3,46c87a3a,Truffle Cheese Burger,Premium,370,1,8e40367198,356.06
2015-12-21 07:36:53,3,f54507cc,Mini Cheeseburger,Budget,100,1,07c8768279,102.13
2015-09-30 18:25:04,2,c67e32f2,Truffle Cheese Burger,Premium,370,1,0502535d47,385.13
2015-05-05 22:23:50,5,fe6f6675,Double BBQ Burger,Premium,350,2,c7b1c2b767,674.13
2015-11-03 16:59:15,5,353ee549,Value Chicken Burger,Budget,110,1,a6892d1bae,107.02
2015-01-27 12:34:37,1,fd4b4131,Student Deal Burger,Budget,120,1,fc43f1e881,115.96
2017-12-28 19:03:24,4,7783efdc,Value Chicken Burger,Budget,110,2,e6093a9e5e,229.89
2016-08-07 02:44:08,4,131fdb2e,Student Deal Burger,Budget,120,1,e7f55c4e58,129.27
2017-09-07 22:33:49,3,6fa3b3e9,Value Chicken Burger,Budget,110,1,4c683d6d4b,119.59
2015-02-24 22:34:40,2,3706cab0,Double BBQ Burger,Premium,350,1,79c8029cdf,360.31
2017-08-16 22:22:51,5,f2092687,Value Chicken Burger,Budget,110,1,afeff76702,113.6
2017-10-22 14:11:28,1,d78e4f1c,Value Chicken Burger,Budget,110,1,f6cb35b739,111.41
2015-02-07 12:42:35,2,1e269aca,Classic Angus Burger,Premium,320,1,e76cb66310,345.15
2015-04-11 16:31:57,4,b410652f,Student Deal Burger,Budget,120,2,6a7f3c202f,253.88
2017-06-10 00:22:53,4,1c20775c,Mini Cheeseburger,Budget,100,1,aa6fd3ee9c,99.36
2017-08-19 08:46:55,1,2f2c470e,Mini Cheeseburger,Budget,100,1,738a22a66a,100.95
2015-02-05 22:34:54,1,dae45496,Student Deal Burger,Budget,120,2,77c99bd79e,263.84
2015-03-11 20:38:49,5,b106809b,Student Deal Burger,Budget,120,2,27b36a1de5,242.24
2015-10-15 17:09:58,3,65b8d884,Classic Angus Burger,Premium,320,2,0f03d33686,658.88
2015-09-27 13:27:19,1,5ac27624,Value Chicken Burger,Budget,110,1,1cb223e727,108.13
2015-07-22 22:18:17,3,02ba80b4,Value Chicken Burger,Budget,110,1,1422712d53,116.94
2017-01-24 09:50:22,3,9d8cdaf3,Student Deal Burger,Budget,120,1,84f3c62249,116.42
2017-12-30 01:14:36,2,7cb1288a,Student Deal Burger,Budget,120,1,e338d5af23,129.04
2016-02-19 20:55:54,5,247fa47b,Student Deal Burger,Budget,120,1,19221fd41d,129.18
2015-12-17 16:56:50,1,74c88a9d,Value Chicken Burger,Budget,110,1,39b8167263,120.67
2017-08-26 21:42:48,4,c0f8e3d9,Value Chicken Burger,Budget,110,1,d199e7398d,108.64
2017-01-05 03:03:08,3,3e2537b8,Value Chicken Burger,Budget,110,2,8a33d55867,234.32
2017-10-05 17:00:23,1,ec448165,Value Chicken Burger,Budget,110,1,183716410b,111.18
2017-06-08 01:07:21,2,af5cbc5f,Double BBQ Burger,Premium,350,1,ac56770bfc,339.72
2015-03-17 11:47:09,4,46ed7541,Student Deal Burger,Budget,120,1,43abf33206,114.33
2015-08-12 10:20:42,5,dba07fb1,Value Chicken Burger,Budget,110,2,c8667751f8,230.12
2015-10-18 11:18:43,1,7a717390,Mini Cheeseburger,Budget,100,1,06d732c63e,99.77
2015-12-04 12:05:20,3,e26140fb,Double BBQ Burger,Premium,350,2,082b3b36a0,709.59
2017-02-05 15:17:58,2,14612cbb,Value Chicken Burger,Budget,110,1,455cb20c0a,116.54
2016-06-11 09:17:55,1,d30d58ac,Value Chicken Burger,Budget,110,2,9af52b919d,232.59
2016-02-07 02:58:32,2,bcdd8197,Double BBQ Burger,Premium,350,1,22ca30cc63,336.25
2017-10-03 05:36:56,5,6f61834b,Student Deal Burger,Budget,120,2,7c93609aec,230.37
2016-05-23 12:14:38,4,138f2cd3,Truffle Cheese Burger,Premium,370,1,ce80e8d44a,394.02
2016-11-22 20:17:55,4,39fd6ef0,Student Deal Burger,Budget,120,3,9eb0e419e8,350.74
2016-03-20 18:59:45,4,77adc644,Truffle Cheese Burger,Premium,370,1,2a4c44cc61,363.7
2017-11-30 13:42:07,5,c6ed4b37,Truffle Cheese Burger,Premium,370,1,9a852417d3,383.47
2017-05-26 18:03:02,1,e9f31ff5,Student Deal Burger,Budget,120,3,7175a04683,358.12
2016-05-13 17:50:26,4,282351fa,Classic Angus Burger,Premium,320,1,d5e5eb7133,313.62
2016-01-25 06:45:55,5,46db1a08,Student Deal Burger,Budget,120,1,af1157913f,117.12
2016-07-23 12:21:53,4,b70f0694,Double BBQ Burger,Premium,350,1,b9d311f617,339.04
2016-05-28 06:41:08,3,9b94b1c1,Truffle Cheese Burger,Premium,370,2,a0c73b02f6,753.7
2017-08-04 22:41:02,5,7145f955,Mini Cheeseburger,Budget,100,1,2041deffac,99.13
2016-11-17 21:13:05,4,35caba43,Student Deal Burger,Budget,120,1,1c807429b6,119.05
2015-12-09 16:06:32,3,1c76d197,Value Chicken Burger,Budget,110,1,583bbba416,107.87
2017-08-02 08:52:39,2,fd203b35,Value Chicken Burger,Budget,110,1,f88fece9d5,119.34
2016-01-01 19:41:11,5,73f4c964,Value Chicken Burger,Budget,110,2,ce624e0925,224.4
2015-02-09 02:49:45,4,7cf7cc9f,Double BBQ Burger,Premium,350,1,9bb6ada98b,359.98
2017-01-27 00:03:47,1,97241a19,Truffle Cheese Burger,Premium,370,3,90ef9b596b,1135.59
2015-05-01 17:13:09,1,2663399e,Double BBQ Burger,Premium,350,1,1159039551,367.68
2017-05-16 17:22:22,3,f5a9ea96,Student Deal Burger,Budget,120,1,ea457941bd,119.74
2017-05-04 08:42:20,5,eef76154,Mini Cheeseburger,Budget,100,1,3ab1ea52cf,103.85
2015-03-13 01:28:15,1,3afcac9b,Value Chicken Burger,Budget,110,1,70c91d0352,106.75
2015-05-08 08:43:24,4,415227de,Mini Cheeseburger,Budget,100,1,e704d9ec59,97.58
2017-07-01 19:52:19,3,a309c117,Mini Cheeseburger,Budget,100,1,e66c1d2b14,100.91
2015-08-05 22:45:12,4,6cbf50e4,Classic Angus Burger,Premium,320,1,39a6d7b28e,346.41
2017-01-26 08:13:19,1,a8d943b9,Mini Cheeseburger,Budget,100,1,73c5601be4,102.86
2015-03-18 00:27:02,2,3a8dbcb0,Mini Cheeseburger,Budget,100,2,eac422f123,191.57
2015-10-24 02:58:23,2,e8efdc05,Mini Cheeseburger,Budget,100,1,7b47b8b6e8,98.89
2015-10-31 17:38:02,2,184533eb,Classic Angus Burger,Premium,320,1,61a9dcadb8,316.5
2016-05-15 03:23:03,5,14875b4a,Student Deal Burger,Budget,120,2,2a5811c6f7,234.0
2016-09-19 03:30:21,2,b2a3019e,Mini Cheeseburger,Budget,100,1,97e2fd1790,100.61
2016-11-03 05:07:31,3,f0b35fed,Value Chicken Burger,Budget,110,1,1bf7ddeb21,109.08
2017-06-22 10:19:27,3,25ff8155,Truffle Cheese Burger,Premium,370,1,75cf076251,387.46
2017-09-24 12:04:49,2,1bdddd2d,Value Chicken Burger,Budget,110,1,a2bafbc4e5,110.63
2015-10-02 20:09:34,3,a47862cb,Value Chicken Burger,Budget,110,1,6fcd05c405,115.52
2015-09-01 19:36:38,3,7547e723,Student Deal Burger,Budget,120,2,03c914f819,255.73
2015-03-14 15:42:00,3,9f725a81,Student Deal Burger,Budget,120,2,58bb91be1a,262.47
2016-05-02 00:27:52,4,e2e2796f,Value Chicken Burger,Budget,110,2,75598d7b92,213.53
2017-10-14 01:18:29,2,a8f76cfe,Mini Cheeseburger,Budget,100,1,bba7cd313f,101.4
2017-05-20 12:13:01,5,cfefebf9,Mini Cheeseburger,Budget,100,1,b714503dc3,99.73
2017-10-20 20:18:54,1,da27005c,Truffle Cheese Burger,Premium,370,2,5fbb68d318,762.92
2015-11-01 21:20:15,1,c0476541,Double BBQ Burger,Premium,350,1,cf68ba3b7a,354.99
2015-05-10 22:21:17,5,5533e1e1,Student Deal Burger,Budget,120,3,928d96190e,375.53
2015-05-13 09:47:20,3,c631e6f7,Student Deal Burger,Budget,120,1,2655b2f623,131.55
2016-10-23 09:26:45,3,232a92eb,Mini Cheeseburger,Budget,100,1,9c12054fa4,101.99
2017-03-27 01:17:59,1,7f0d0b94,Student Deal Burger,Budget,120,1,a90d5de1cd,125.32
2017-12-11 08:09:36,2,3a7c8741,Student Deal Burger,Budget,120,1,cf2a8eb64d,114.06
2015-11-14 03:04:14,2,a98f75dd,Double BBQ Burger,Premium,350,1,8e189d3b00,352.62
2016-05-16 22:16:56,1,be187467,Mini Cheeseburger,Budget,100,1,14c902131f,101.16
2015-06-07 14:20:15,4,10333acd,Double BBQ Burger,Premium,350,1,c487582238,374.14
2017-07-16 17:58:13,1,19cfdd3b,Mini Cheeseburger,Budget,100,2,a287259837,199.04
2017-09-13 20:04:38,4,1fac9830,Student Deal Burger,Budget,120,1,254a8f7e54,116.81
2016-01-18 00:06:59,5,46284caa,Mini Cheeseburger,Budget,100,1,5984cabd1c,106.09
2016-08-02 23:57:24,1,3b767083,Truffle Cheese Burger,Premium,370,1,e72f393cda,372.93
2015-07-07 19:40:44,2,37c5fd6a,Double BBQ Burger,Premium,350,2,7d0f4dc53d,739.94
2016-10-26 13:19:25,4,99ce26e3,Mini Cheeseburger,Budget,100,1,68fab48d0a,101.62
2015-07-15 16:37:42,3,b685bf8e,Classic Angus Burger,Premium,320,2,bcc250b952,647.82
2017-08-09 02:03:12,4,a3e50c1d,Value Chicken Burger,Budget,110,1,fb52693ed0,120.71
2015-07-26 16:15:41,1,de6079f8,Value Chicken Burger,Budget,110,2,b987d2f44e,222.28
2017-06-20 19:13:31,5,3d5b2006,Value Chicken Burger,Budget,110,2,fd6a1ff6d4,236.62
2015-08-16 21:17:26,2,4f5abf72,Student Deal Burger,Budget,120,1,8ebb543d5b,121.97
2015-06-22 23:13:12,1,95e3b9e4,Classic Angus Burger,Premium,320,1,0f49f28842,333.17
2016-11-20 07:46:00,2,6baea8fa,Truffle Cheese Burger,Premium,370,1,c5a2b0c4e9,382.53
2015-05-18 19:35:15,3,5dcc8888,Student Deal Burger,Budget,120,1,4ebe859bed,128.98
